Ligne;CAUSE_ACC1;CAUSE_ACC2;CAUSE_ACC3;CAUSE_ACC4;CAUSE_ACC5;TYPE_ROUTE;HUMEURNEUTRE;HUMEURGAI;HUMEURMECONTENT;HUMEURTRISTE;HUMEURCOLERE;ACC.INC
;20;80;0;0;0;2;4;1;4;4;4;incident
;10;90;0;0;0;1;3;1;2;5;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;1;2;2;4;4;1;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;0;90;0;0;10;4;3;3;4;4;4;incident
;10;45;0;45;0;1;1;2;4;4;4;incident
;0;100;0;0;0;2;1;3;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;10;90;0;0;0;1;1;4;4;4;4;incident
;10;90;0;0;0;3;1;4;4;4;4;incident
;0;90;0;10;0;2;1;3;4;4;4;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;1;1;4;4;4;4;incident
;30;70;0;0;0;4;4;4;1;4;4;incident
;0;100;0;0;0;1;3;4;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;10;90;0;0;0;4;3;4;4;4;4;incident
;0;100;0;0;0;4;4;3;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;5;95;0;0;0;4;1;4;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;1;99;0;0;0;1;1;1;4;4;4;incident
;100;0;0;0;0;2;1;1;4;4;4;incident
;20;80;0;0;0;3;3;4;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;60;40;0;0;0;1;4;1;1;4;4;incident
;0;100;0;0;0;1;1;4;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;30;0;70;0;0;2;4;1;4;4;4;incident
;0;100;0;0;0;1;1;1;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;4;1;4;4;4;4;incident
;0;100;0;0;0;3;1;4;4;4;4;incident
;;;;;;;;;;;;incident
;90;10;0;0;0;4;3;4;4;4;3;incident
;0;100;0;0;0;1;3;5;5;5;5;incident
;0;100;0;0;0;2;1;4;4;4;4;incident
;;;;;;;;;;;;incident
;50;50;0;0;0;1;4;3;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;20;70;0;0;10;2;1;3;4;4;4;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;1;2;4;4;4;4;incident
;0;100;0;0;0;1;5;5;4;4;4;incident
;0;100;0;0;0;AUT|National 2x2;3;1;4;4;4;incident
;0;100;0;0;0;1;1;4;4;4;4;incident
;;;;;;;;;;;;incident
;20;80;0;0;0;1;1;1;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;25;75;0;0;0;4;1;4;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;10;90;0;0;0;1;1;4;4;4;4;incident
;0;100;0;0;0;3;1;2;4;4;4;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;4;1;5;5;5;5;incident
;0;99;0;1;0;1;1;4;4;4;4;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;1;1;4;4;4;4;incident
;20;80;0;0;0;2;1;3;4;4;4;incident
;;;;;;;;;;;;incident
;0;80;0;0;20;1;3;4;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;2;4;3;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;1;1;4;4;4;4;incident
;0;100;0;0;0;1;1;5;5;5;5;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;2;3;3;4;4;4;incident
;0;100;0;0;0;3;1;5;5;5;5;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;3;1;3;4;4;4;incident
;40;60;0;0;0;2;1;1;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;20;80;0;0;0;1;1;1;4;4;4;incident
;0;100;0;0;0;1;1;4;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;1;1;4;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;30;60;0;10;0;3;5;5;5;5;5;incident
;0;100;0;0;0;4;1;4;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;0;0;100;0;0;AUT|en sortie de village;1;4;4;4;4;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;1;5;5;5;5;5;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;1;1;1;4;4;4;incident
;0;100;0;0;0;1;1;4;4;4;4;incident
;20;80;0;0;0;2;1;1;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;40;50;0;0;10;1;4;4;1;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;35;65;0;0;0;1;1;4;3;4;4;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;2;1;4;4;4;4;incident
;10;80;0;0;10;1;4;4;3;3;4;incident
;20;80;0;0;0;1;2;3;4;4;4;incident
;;;;;;;;;;;;incident
;30;70;0;0;0;3;1;4;4;4;4;incident
;0;100;0;0;0;2;1;4;4;4;4;incident
;0;100;0;0;0;2;1;4;4;4;4;incident
;;;;;;;;;;;;incident
;20;80;0;0;0;3;1;4;4;4;4;incident
;0;100;0;0;0;2;1;4;4;4;4;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;1;4;4;1;4;4;incident
;;;;;;;;;;;;incident
;20;80;0;0;0;2;3;3;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;2;1;1;4;4;4;incident
;0;95;0;5;0;2;3;4;4;4;4;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;4;2;4;4;4;4;incident
;0;100;0;0;0;2;1;4;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;30;70;0;0;0;2;2;1;4;4;4;incident
;80;0;20;0;0;2;4;1;4;4;4;incident
;0;100;0;0;0;1;4;4;1;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;4;5;4;4;4;4;incident
;20;80;0;0;0;2;1;4;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;4;1;1;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;10;90;0;0;0;3;2;4;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;3;2;3;4;4;4;incident
;10;90;0;0;0;1;1;4;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;4;1;4;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;50;0;0;50;0;2;4;3;4;4;4;incident
;10;90;0;0;0;1;2;3;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;10;90;0;0;0;1;1;1;4;4;4;incident
;;;;;;;;;;;;incident
;0;90;0;10;0;1;2;3;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;1;1;3;4;4;4;incident
;100;0;0;0;0;2;1;5;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;0;80;0;20;0;1;2;1;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;100;0;0;0;0;2;4;1;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;2;3;3;4;4;4;incident
;0;100;0;0;0;3;1;5;5;5;5;incident
;20;80;0;0;0;2;1;1;4;4;4;incident
;30;0;0;70;0;AUT|Sortie de ville:rond point vers route nationale;3;4;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;2;1;4;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;1;1;3;4;4;4;incident
;;;;;;;;;;;;incident
;95;0;0;5;0;AUT|Route rurale en montagne;1;1;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;2;1;4;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;80;10;0;10;0;1;1;1;4;4;4;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;2;1;4;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;50;50;0;0;0;2;2;5;5;4;4;incident
;0;100;0;0;0;1;2;4;4;4;4;incident
;20;80;0;0;0;1;1;4;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;2;1;3;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;50;50;0;0;0;1;1;1;4;4;4;incident
;0;100;0;0;0;2;1;1;4;4;4;incident
;0;100;0;0;0;4;1;4;4;4;4;incident
;0;100;0;0;0;4;1;5;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;3;4;3;4;4;4;incident
;;;;;;;;;;;;incident
;30;60;0;10;0;2;1;1;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;5;80;0;15;0;AUT|zone industrielle;2;1;4;4;4;incident
;;;;;;;;;;;;incident
;40;60;0;0;0;2;4;3;4;4;4;incident
;0;70;0;20;10;1;3;5;4;4;4;incident
;;;;;;;;;;;;incident
;30;70;0;0;0;1;3;4;4;4;4;incident
;40;60;0;0;0;4;2;4;4;4;4;incident
;;;;;;;;;;;;incident
;45;35;0;20;0;1;1;4;2;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;2;1;4;4;4;4;incident
;;;;;;;;;;;;incident
;40;60;0;0;0;1;2;4;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;2;1;4;4;4;4;incident
;40;10;0;0;50;1;2;4;4;4;4;incident
;50;50;0;0;0;1;1;4;4;4;4;incident
;20;80;0;0;0;2;3;3;4;4;4;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;1;1;4;4;4;4;incident
;0;100;0;0;0;1;1;5;2;5;4;incident
;10;90;0;0;0;1;1;3;4;4;4;incident
;0;100;0;0;0;AUT|RP hors agglomération;1;4;4;4;4;incident
;0;100;0;0;0;2;1;4;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;1;5;5;5;5;5;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;0;80;0;20;0;2;3;4;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;90;10;0;0;0;1;1;3;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;20;80;0;0;0;3;1;4;4;4;4;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;2;2;3;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;0;90;0;0;10;1;1;5;4;5;4;incident
;0;100;0;0;0;1;1;1;4;4;4;incident
;;;;;;;;;;;;incident
;25;0;0;75;0;4;1;4;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;20;80;0;0;0;1;1;5;5;5;5;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;1;2;5;5;5;5;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;2;1;3;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;1;4;3;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;1;3;5;5;5;5;incident
;0;100;0;0;0;1;5;5;5;5;5;incident
;0;100;0;0;0;1;1;4;4;4;4;incident
;;;;;;;;;;;;incident
;10;90;0;0;0;2;1;1;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;10;90;0;0;0;2;2;1;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;40;60;0;0;0;AUT|un petit village;4;3;4;4;4;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;3;1;4;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;4;1;4;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;20;80;0;0;0;1;3;3;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;10;90;0;0;0;2;1;3;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;10;90;0;0;0;1;1;4;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;2;3;5;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;10;90;0;0;0;1;1;4;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;1;1;1;4;4;4;incident
;;;;;;;;;;;;incident
;10;90;0;0;0;1;1;4;4;4;4;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;1;1;1;4;4;4;incident
;0;80;0;20;0;1;1;4;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;0;80;0;20;0;1;1;3;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;4;1;5;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;0;0;0;100;0;2;3;4;1;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;1;1;1;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;5;95;0;0;0;1;2;3;1;4;5;incident
;20;0;0;80;0;AUT|Bretelle de sortie d'autoroute;1;5;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;10;90;0;0;0;3;1;5;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;4;3;4;4;4;4;incident
;0;100;0;0;0;1;4;1;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;1;1;4;4;4;4;incident
;;;;;;;;;;;;incident
;99;0;0;1;0;AUT|route de montagne (>1500m);4;1;4;4;4;incident
;10;90;0;0;0;1;1;1;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;1;3;4;4;4;4;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;3;1;3;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;20;80;0;0;0;1;1;3;4;4;4;incident
;0;90;0;10;0;4;1;5;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;2;1;4;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;100;0;0;0;0;4;1;5;4;4;4;incident
;20;80;0;0;0;2;2;1;3;5;5;incident
;20;80;0;0;0;3;1;5;5;4;4;incident
;0;100;0;0;0;4;1;4;4;4;4;incident
;20;80;0;0;0;3;1;4;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;10;80;0;0;10;2;4;5;5;5;5;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;2;3;5;4;4;4;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;3;1;4;4;4;4;incident
;0;70;0;30;0;1;2;4;4;4;4;incident
;0;100;0;0;0;1;1;3;5;4;4;incident
;0;100;0;0;0;2;1;1;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;2;5;5;5;5;5;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;10;90;0;0;0;AUT|route proche de la ville;1;4;4;4;4;incident
;0;100;0;0;0;2;1;4;4;4;4;incident
;0;100;0;0;0;4;1;4;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;1;5;5;5;5;5;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;1;3;3;4;4;4;incident
;0;100;0;0;0;2;1;3;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;25;75;0;0;0;4;1;5;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;0;75;0;0;25;2;1;3;4;4;4;incident
;0;100;0;0;0;2;1;4;4;4;4;incident
;0;80;0;20;0;1;1;3;4;4;4;incident
;10;90;0;0;0;2;1;1;4;4;4;incident
;10;90;0;0;0;1;3;1;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;100;0;0;0;0;2;3;1;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;80;0;0;20;0;2;3;4;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;2;4;3;4;4;4;incident
;0;100;0;0;0;2;1;3;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;10;90;0;0;0;2;3;3;4;4;4;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;4;1;4;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;1;1;4;4;4;4;incident
;20;80;0;0;0;2;1;4;4;4;4;incident
;;;;;;;;;;;;incident
;15;85;0;0;0;2;1;4;4;4;4;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;2;1;5;5;5;5;incident
;;;;;;;;;;;;incident
;25;75;0;0;0;4;1;4;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;0;0;0;100;0;2;4;1;4;4;4;incident
;0;90;0;0;10;4;1;4;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;1;3;4;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;4;2;4;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;40;0;0;60;0;2;1;4;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;10;90;0;0;0;2;1;4;4;4;4;incident
;0;100;0;0;0;1;1;3;4;4;4;incident
;0;100;0;0;0;1;5;5;5;5;5;incident
;;;;;;;;;;;;incident
;5;95;0;0;0;2;4;1;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;1;5;5;4;4;4;incident
;;;;;;;;;;;;incident
;20;80;0;0;0;2;1;2;4;4;4;incident
;;;;;;;;;;;;incident
;10;90;0;0;0;1;3;3;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;2;1;4;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;25;50;0;25;0;1;1;4;1;3;4;incident
;95;0;0;5;0;3;3;3;4;4;4;incident
;;;;;;;;;;;;incident
;10;90;0;0;0;1;3;4;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;20;80;0;0;0;1;2;4;4;4;4;incident
;10;90;0;0;0;4;2;2;4;4;4;incident
;;;;;;;;;;;;incident
;10;90;0;0;0;1;1;1;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;50;0;0;30;20;1;5;5;5;5;5;incident
;0;100;0;0;0;3;1;2;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;2;98;0;0;0;1;1;4;4;4;4;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;4;3;5;5;5;5;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;3;3;4;4;4;4;incident
;;;;;;;;;;;;incident
;20;80;0;0;0;1;1;4;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;1;1;3;4;4;4;incident
;;;;;;;;;;;;incident
;10;90;0;0;0;1;3;3;4;4;4;incident
;10;90;0;0;0;2;3;4;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;2;1;1;4;4;4;incident
;;;;;;;;;;;;incident
;35;50;0;0;15;4;1;4;2;4;4;incident
;0;100;0;0;0;1;1;4;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;1;1;4;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;4;1;5;4;4;4;incident
;0;100;0;0;0;3;1;4;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;1;4;1;4;4;4;incident
;0;100;0;0;0;2;4;2;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;2;1;4;4;4;4;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;2;3;3;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;1;1;4;4;4;4;incident
;;;;;;;;;;;;incident
;0;80;0;20;0;2;1;3;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;4;1;4;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;50;50;0;0;0;1;1;4;4;4;4;incident
;;;;;;;;;;;;incident
;30;0;0;70;0;2;3;1;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;20;80;0;0;0;3;1;4;4;4;4;incident
;0;100;0;0;0;1;5;5;5;5;5;incident
;0;100;0;0;0;AUT|nationale N12 2x2 voies;1;1;4;2;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;20;80;0;0;0;1;5;5;5;5;5;incident
;;;;;;;;;;;;incident
